4.6644,0.96134,2.1685,2.4531,1.5667,3.0399,3.6706,1.8214,3.54,12.679,1.4618,2.9322,3.4551,3.1569,5.1409,0.42663,2.8765,4.7864,4.1714,5.9717,1.5203,4.3173,2.4542,1.5827,1.8749,1.5463,3.6331,3.4708,2.9586,0.82829
4.6644,0.96134,2.2341,1.913,1.3555,3.001,3.6706,1.7347,3.672,23.652,1.7461,3.0231,7.8202,3.2257,5.4281,0.40594,3.011,4.2873,3.9891,4.2709,1.2927,4.3173,1.8891,1.6366,2.0468,1.4261,3.998,2.6982,2.6101,0.97775
4.7678,0.96134,2.2719,2.07,1.2785,2.5858,3.6706,1.6209,3.6706,14.139,1.4893,2.5587,5.1902,3.5083,5.4256,0.38632,3.2261,4.9658,3.8578,3.2129,1.3434,4.5188,1.4504,1.3248,1.7689,1.4208,2.7053,2.3208,2.6425,1.1693
4.7204,1.1861,1.8817,1.8214,1.4582,2.2997,3.2707,1.4611,3.7605,10.931,1.8952,1.9473,4.9201,3.5657,4.9134,0.37419,3.0923,8.1944,3.9374,2.1207,1.3598,4.7914,1.3594,1.2332,2.1859,1.4208,2.1988,2.0343,2.3086,1.2524
2.7895,0.94671,1.4868,1.9298,1.4853,2.2997,2.0111,1.6769,6.7404,7.6033,2.7428,1.6537,3.3238,3.5989,3.4227,0.3296,2.2887,6.1504,13.692,1.7457,0.92709,4.9904,1.0776,1.1265,3.1444,1.4543,2.5519,1.8203,3.9039,0.93494
2.7342,0.82151,1.7176,2.0087,1.3569,2.2997,1.2827,3.0809,19.353,5.8173,3.3734,2.1899,3.9841,3.652,2.3718,0.64743,1.5496,4.4065,9.7968,1.9516,0.86182,6.1137,1.19,8.8968,3.6677,1.6498,3.896,1.4568,10.089,1.0858
2.6229,0.95742,2.4963,2.7153,1.2785,2.2997,3.941,3.7223,13.215,6.8014,3.2101,2.0325,5.8647,11.761,2.6022,8.982,1.51,6.7783,7.1549,7.8412,0.78905,11.985,2.2915,20.761,4.3708,1.7736,16.58,4.6708,24.292,1.8428
2.1057,1.918,4.0669,10.288,1.0484,3.4705,20.904,4.1186,11.344,29.598,2.701,2.7538,18.723,23.632,4.6975,8.9317,3.4983,23.138,14.95,43.372,1.0409,13.833,6.5735,30.665,11.72,3.5115,32.913,39.586,38.567,6.5047
11.428,1.9812,16.168,14.454,2.0736,29.136,16.579,16.405,17.784,43.044,6.0327,9.0512,28.845,41.523,13.944,7.6351,6.1633,33.157,26.98,41.725,3.8314,25.162,10.788,56.746,14.296,29.652,21.879,47.775,20.314,8.0364
54.789,8.442,31.784,37.108,21.962,29.9,10.676,36.047,23.844,38.395,15.448,25.734,41.679,38.242,9.9191,20.006,12.266,37.484,26.264,47.147,24.493,39.77,11.644,32.436,12.965,26.56,20.421,39.519,23.28,31.03
52.113,31.614,45.923,55.016,43.102,40.52,22.907,32.864,42.367,29.152,25.382,49.042,61.815,36.323,10.01,8.6728,20.929,24.059,45.578,33.331,35.731,54.271,33.352,15.502,39.18,30.84,37.13,31.873,36.74,41.494
40.903,45.574,50.068,52.014,48.471,29.892,20.654,57.954,31.15,33.194,42.218,53.77,38.661,34.944,44.098,13.584,30.583,27.778,49.415,29.311,42.243,42.658,46.703,17.413,39.737,26.999,48.505,46.992,36.929,21.39
45.084,47.148,44.592,46.258,35.055,50.198,29.396,39.421,30.659,51.454,25.543,52.022,34.977,35.698,49.303,24.488,50.826,32.638,50.62,25.063,35.318,47.553,53.486,23.521,32.836,33.83,46.795,50.533,24.052,25.487
41.397,24.132,43.737,26.356,25.46,45.317,25.961,35.809,41.017,48.617,35.478,35.005,36.042,32.123,50.963,21.412,52.589,27.586,50.143,38.021,29.569,37.914,39.311,20.362,36.414,33.728,36.357,33.551,23.376,19.549
32.041,19.891,47.766,25.327,20.278,37.152,27.365,25.06,48.488,52.529,40.251,25.322,24.053,30.724,46.535,9.7761,35.569,21.621,42.161,34.962,40.066,31.731,38.369,13.477,41.836,30.741,30.387,41.014,29.048,12.388
26.994,24.899,38.92,14.58,14.226,21.968,22.614,16.59,44.676,46.315,36.231,19.862,30.402,35.744,49.477,6.1619,35.492,37.105,37.94,36.176,42.686,30.234,30.706,15.715,30.64,17.344,30.934,27.997,27.348,9.1504
30.802,22.596,40.165,10.439,9.4365,13.362,26.736,28.805,29.158,53.546,33.414,14.842,33.207,34.686,30.464,5.3642,35.196,19.119,30.798,30.369,36.891,18.583,20.735,10.184,35.12,8.1833,40.231,31.002,22.712,7.5677
43.809,13.24,37.812,10.198,10.333,6.6423,15.943,27.753,27.628,37.181,40.046,14.669,28.848,31.496,31.107,5.483,23.768,8.8536,22.06,21.394,34.87,31.551,11.45,8.6852,24.78,7.7328,29.271,25.29,20.993,7.0055
22.315,12.076,28.376,7.6376,17.387,4.2335,12.773,20.129,17.908,29.241,24.177,16.726,28.379,23.26,35.556,3.3906,17.393,9.0416,19.459,17.046,16.972,14.495,11.087,9.5274,18.301,5.4591,33.292,21.246,27.889,17.331
16.851,6.586,21.715,4.6298,9.5956,3.3724,10.155,23.796,16.853,22.972,13.215,23.12,21.905,16.475,27.854,2.1235,12.438,12.108,18.848,14.758,11.964,8.5971,24.345,7.8273,11.423,2.9582,22.379,16.074,19.785,9.9287
12.123,3.5579,22.981,3.8529,6.5268,12.759,6.7536,33.809,17.352,20.597,8.9902,24.78,28.769,17.847,20.489,1.8899,11.102,10.828,8.8522,12.287,7.8045,5.0967,11.629,4.7949,10.156,1.9894,18.529,10.319,24.108,4.3301
9.9398,2.5876,13.922,4.2698,16.341,16.589,8.717,10.848,13.046,16.01,8.2932,28.832,24.972,16.813,12.643,2.924,7.7103,11.726,5.4734,8.168,7.4678,3.5914,4.6226,4.0729,8.7708,1.4961,13.295,12.039,12.181,4.2306
5.9425,4.2502,11.022,3.219,20.406,15.385,8.4209,11.287,24.132,20.085,9.4343,22.007,13.391,10.227,7.4314,2.5619,4.6872,15.849,15.33,9.719,8.7473,2.5819,2.4328,3.1815,5.3068,1.516,25.274,15.122,14.157,6.3338
3.9056,9.8064,8.5386,2.2758,27.743,9.6608,12.174,23.005,24.514,21.384,7.141,11.864,8.539,9.7211,5.8668,3.9888,4.1364,16.116,12.145,12.462,12.407,2.1916,3.0221,7.1735,3.9831,1.7233,18.891,7.4028,16.293,14.416
2.6654,21.302,4.9422,3.0695,24.118,6.907,14.114,30.673,12.552,13.108,4.3259,24.221,6.4875,21.45,4.3576,7.6625,21.358,6.8603,8.621,7.9254,8.2607,1.907,2.9942,28.055,8.1373,19.296,7.9012,7.2373,20.452,11.309
1.9155,27.745,6.7315,4.3712,9.719,8.1359,8.0724,22.952,6.5938,19.597,2.5958,17.627,5.2305,10.526,8.9667,4.5698,19.696,3.3606,5.716,7.1303,6.2375,3.3192,3.4401,12.264,6.3473,13.958,5.8943,20.607,16.94,4.0751
1.4083,22.446,19.719,3.4159,6.4269,6.1718,19.234,8.8843,4.3244,9.5171,2.9236,20.772,3.1958,15.414,15.01,2.1927,22.924,18.63,4.4825,9.8303,4.3544,4.5741,11.677,13.601,9.663,6.9737,7.2074,11.191,9.8217,5.7402
24.574,15.813,32.049,6.5403,26.554,4.466,25.066,5.8672,7.5619,16.167,16.504,16.975,3.3731,8.5347,14.264,1.4386,28.156,17.31,10.726,8.4445,4.0869,2.6279,13.87,26.94,11.187,4.0976,17.555,5.9004,7.4999,9.7119
41.746,34.512,19.592,10.708,13.303,4.0326,22.534,25.868,9.0887,12.528,30.196,23.89,4.6633,6.0538,27.595,2.894,8.4084,7.2181,23.829,11.692,4.3234,1.6387,22.662,12.634,9.2945,4.3712,19.214,3.5133,10.135,8.4619
30.163,20.921,12.693,9.2189,30.16,4.9444,10.482,18.683,5.9318,20.383,16.896,11.144,4.7725,6.19,30.012,17.683,8.2472,4.2945,16.453,15.1,28.691,1.1975,11.594,24.289,15.102,9.048,8.0246,4.4471,8.8532,26.607
24.522,7.2438,16.291,22.046,27.358,6.6331,36.288,17.78,5.0803,29.807,11.93,5.5711,8.6303,6.601,21.334,17.456,17.754,2.9104,14.61,26.939,38.484,0.76622,9.4557,18.903,7.2933,19.499,4.282,19.157,8.4609,20.332
9.7789,5.7363,41.434,25.33,11.661,8.2458,44.32,11.277,15.778,19.056,8.5386,3.4319,7.6608,5.0161,21.352,18.575,16.909,3.413,15.365,30.162,20.014,0.54934,5.7894,7.9187,4.3465,9.1279,4.2888,20.335,6.6302,5.9168
4.8452,10.123,29.304,25.072,4.6233,10.824,18.534,6.8325,31.419,8.4509,5.1919,2.4717,3.9128,8.4102,33.318,12.407,9.1593,11.712,7.7325,26.751,15.409,1.8467,3.1683,14.605,6.7886,13.498,4.1536,37.909,5.8305,4.2463
4.1949,15.127,28.136,32.801,2.4884,20.883,9.739,6.001,21.161,9.3744,5.4381,2.7467,2.4685,8.677,16.228,28.005,4.4008,23.238,13.138,20.867,35.788,2.4784,2.9136,9.8485,33.858,19.587,9.9887,15.21,5.721,17.003
4.6665,11.726,20.407,14.518,2.3022,15.011,5.0564,4.1885,19.355,4.8445,7.7218,10.445,1.5888,5.437,6.2582,24.472,3.7647,9.1151,27.943,11.449,15.787,2.5294,4.12,11.223,40.923,35.174,9.3416,7.4471,8.0064,9.3105
4.3216,18.69,10.79,5.9129,1.9773,15.119,3.8054,3.8953,17.41,4.2174,6.9705,8.0603,1.4383,6.2856,3.4822,7.6979,3.7462,4.8895,12.067,10.393,7.2159,2.2637,3.8703,27.973,36.162,19.113,4.3704,17.351,10.042,4.2734
8.9228,13.426,5.8087,3.7605,1.3569,8.6735,3.6773,3.3274,6.8788,3.8907,5.2373,5.5051,1.0445,12.42,4.6569,3.9281,3.6606,3.3699,5.2783,8.9239,5.1559,1.9063,4.0241,11.735,11.377,19.099,2.8291,11.425,27.528,2.4931
10.801,7.4096,3.7223,4.1814,1.2571,17.101,2.8137,3.0049,3.1819,3.2796,7.5823,7.0226,1.083,14.606,9.2545,2.0208,2.1264,2.4906,9.3088,8.2668,4.419,1.7058,3.9114,7.7146,4.8345,33.526,2.686,7.812,17.643,2.238
4.6116,3.9987,4.0933,5.3015,1.8817,33.809,1.9798,2.777,2.1121,4.2181,5.5034,9.4839,2.0693,7.5188,4.358,1.9794,1.862,1.9926,21.937,15.939,4.5606,1.4946,3.2561,6.7711,2.9996,23.38,3.9834,4.7332,9.2364,2.1107
2.5583,3.301,3.4965,6.0352,2.0126,17.515,1.5396,2.6636,1.5396,3.3527,5.1024,8.2012,2.0169,7.4952,2.7763,1.414,2.3422,1.6166,12.448,21.268,5.1249,1.3384,2.8159,7.7795,3.9114,24.498,3.5985,3.1095,7.003,2.0718
1.8264,4.4767,2.8066,5.4056,3.0945,7.8166,1.9566,2.441,1.8503,2.726,6.9324,9.5927,2.3211,7.237,1.7069,1.1169,1.9976,1.6726,6.4526,12.533,3.5511,1.1104,3.1594,9.76,3.6014,18.618,2.3868,3.8457,4.5452,2.034
1.585,4.9094,5.2146,5.7506,3.6412,5.7109,2.6918,6.9569,2.3019,4.7418,5.72,5.2789,2.4333,6.1763,1.2176,1.0125,1.7435,3.0672,4.993,4.4016,2.404,1.0837,6.2955,7.3492,2.8906,10.941,2.6999,3.4446,3.2558,1.9935
